review,rating,date
saya kasih bintang tiga karena musiknya lumayan buat sehari² saya saat mau bekerja atau lagi bersantai tetapi sering ada bug yaitu pas mau nyalain itu gak bisa di tekan tolong dong perbaiki lagi,3,2025-12-26 02:54:27
Great,5,2025-12-26 02:51:31
seru,5,2025-12-26 02:37:59
keren,5,2025-12-26 02:30:07
seru banget,5,2025-12-26 02:15:31
kikir,1,2025-12-26 02:09:56
serba ada bagus banget,5,2025-12-26 02:08:06
"banyak iklannya, tpi i'ts okey",3,2025-12-26 02:06:45
asik aplikasi nya,5,2025-12-26 01:59:21
"kalo lagi sedih, biasanya setel lagu fav dan bisa jadi tempat ceritaa:)",5,2025-12-26 01:42:36
intinya kamu aplikasi terbaik bagikuu😊🫵🏻,5,2025-12-26 01:40:53
oke,4,2025-12-26 01:40:41
"iklan bisa sampai 4 kali setiap pilih 1 lagu?, ini mah aplikasi buat iklan bukan buat lagu",1,2025-12-26 01:33:54
enak bangett👍🏻👍🏻,5,2025-12-26 01:22:27
baguu,5,2025-12-26 01:21:56
bagus banget buat aku karena aku juga bisa latihan nyanyi 👍,5,2025-12-26 01:11:14
dulu aku suka banget ada aplikasi buat pemutar musik jadi membantu banget bisa meringankan file mp3 tpy skarang kayak nyalain radio inget jaman dulu 3/4x lagu diputer iklannya mampir terus bett dah,5,2025-12-26 01:08:00
terbaik....,5,2025-12-26 00:54:22
baguss bangettt,5,2025-12-26 00:41:31
good dahhhh,5,2025-12-26 00:21:19
mantap,5,2025-12-26 00:19:11
kadang ada bug,4,2025-12-26 00:16:50
top,5,2025-12-26 00:14:57
"The application is good, I'm happy to listen to it. Greetings from England.",5,2025-12-26 00:14:28
keren,5,2025-12-25 23:52:03
aplikasi yang sangat bagus,5,2025-12-25 23:39:46
bagus sih udah gitu aja,5,2025-12-25 23:38:08
sangat baik,5,2025-12-25 23:28:57
ini cocok banget bagi ku,5,2025-12-25 23:28:02
josss,5,2025-12-25 23:27:19
"banyak iklan + durasinnya jugga panjang, ngak kaya dulu",1,2025-12-25 23:13:56
suka,5,2025-12-25 23:06:49
Aku udah lama banget dengerin di sini. Tapi kenapa sekarang apa-apa harus premium? pilih/skip lagu aja harus premium loh. Terus klo dengerin di playlist suka gabisa lagunya. Tolong diperbaiki lagi,3,2025-12-25 23:05:42
sukaaa,5,2025-12-25 23:00:08
"aplikasi kikir, pelit pitur semua aja harus premium memeg",1,2025-12-25 22:53:44
nice app music,5,2025-12-25 22:47:57
"apk nya bagus,kalau kalian mau cari apk musik download apk ini aja di jamin 100% kalian suka😊🤭",5,2025-12-25 22:46:38
menguras batrai,4,2025-12-25 22:40:49
ga bisa play lagu nya,2,2025-12-25 22:35:26
"iklannya banyak bgt...setiap 2 lagu langsung iklan, dan iklannya sekaligus 3-5 iklan....lebih banyak dengerin iklan daripada lagunya...untuk yg gratisan ini platform nyuruh dengerin iklan,lagu cuma selingan. Gk ada kenyamanan untuk pengguna gratisan...gileee",2,2025-12-25 22:34:22
harga premiumnya naik bulan kemaren 59k sekarang sudah hampir 80k sangat tidak rekomendasi,1,2025-12-25 22:27:55
sekarang ada batasnya pilih lagu,1,2025-12-25 22:11:39
nyamann aja sii soalnya bisa dengerin lagu smbil tidur,5,2025-12-25 20:34:26
Aplikasi isi nya iklan semua gak kaya dulu ini 2 lagu iklan hampir 5 menit,1,2025-12-25 19:41:06
best,5,2025-12-25 19:23:40
lagu oasis membuatku hidup,5,2025-12-25 19:07:24
iklan ytim,1,2025-12-25 18:46:03
"iklan terlalu banyak, apk kikir",1,2025-12-25 18:45:10
sangat baguss nyaman,5,2025-12-25 18:30:06
bagus,5,2025-12-25 18:16:49
ok,5,2025-12-25 17:42:09
Mantapp....Terus tingkatkan kualitas Ikut bergabung dari 2019 🙏🙏💯💯👍,5,2025-12-25 17:00:43
good,5,2025-12-25 16:42:05
cinta bgt sama spotify,5,2025-12-25 16:28:48
kenapa harus di premium biar bisa diputar lagu nyaa gajelas,1,2025-12-25 16:14:28
"harus banget bayar, cuma denger lagu loh harus bayar emng emang gua sekaya orang lain gitu lo kira bisa mikir gak sih ini cuman dengar lagu loh cuma mutar lagu yg kita suka doang harus banget premium??",1,2025-12-25 16:11:55
"sumpah nyesel banget update, abis update album yg udah dikoleksi pada ilang tapi diberanda ada trus app nya kaya lelet gitu lama+loading kaya ga ada jaringan padahal di app lain normal🙁 its really badddd.",1,2025-12-25 15:58:17
baik,5,2025-12-25 15:38:19
tp sayang...iklannya banyak....,5,2025-12-25 15:36:09
kikir,1,2025-12-25 15:28:14
sukaa lopee,4,2025-12-25 15:10:50
lagu enak enak semua pagu ada makasih sobat Spotify,5,2025-12-25 15:07:35
"jelek banget sih ini aplikasi, banyak banget iklan nya, baru dengar beberapa lagu udah iklan aja, iklannya sekaligus tiga lagi, gilaa, jelek banget nih aplikasi",1,2025-12-25 14:49:20
seruu buat kerjain tugas sambil dengerin lagu seruu bgtt apalagi pas main game sukakkk😘❤,5,2025-12-25 14:47:12
apk bagusssssssssssss bangettttt. tapi kadang gak ada liriknya😬😁,4,2025-12-25 14:31:04
iklan nya ilangin dong,5,2025-12-25 14:30:16
bagus banget aku kalo mau tidur kan kayak agak takut sambil dengerin lagu aku jadi lumayan tenang😇🤭,5,2025-12-25 14:29:29
"dulu spotify yg bagus tapi sekarang terlalu banyak tuntutannya, kecewa😢😢😢😭",1,2025-12-25 14:28:38
aplikasi yang bagus,5,2025-12-25 14:22:30
banyak iklan,1,2025-12-25 14:20:44
sangat bagusss cocok banget kalo di perjalanan kalo premium,5,2025-12-25 14:18:25
mantapp,5,2025-12-25 14:16:57
apk jelek harus premium aja di paksa harus premium mana banyak iklan lagi saran gw jangan di instal apk jelek bahkan bintang 1 pun tidak pantas,1,2025-12-25 14:14:42
sangat sangat memanjakan penikmat musik,5,2025-12-25 14:11:59
"jangan download apk ini,iklan nya ga ngotak baru satu dua lagu udah iklan,mana iklan nya 1:30 lagi",1,2025-12-25 14:02:16
"makin sini makin gajelas aja ini aplikasi, masa premium udah kaya kartu debit ada tipenya, keliatan banget mau beda""in kasta, padahal beli premium aja udah ngehargain, eh malah di kasta""in, maaf deh buat nextnya engga"" lagi beli premium kalo gitu, jujur si dari dulu pake spotify karena cozy aja, simple banget aplikasinya, eh sekarang malah kaya gini kek anjir ngapain si segitunya banget :), bye spotify",1,2025-12-25 13:53:38
Kecewa sekarang gabisa gonta ganti lagu sama aja kek yang Spotify lite masa harus Premium dulu baru bisa gonta ganti lagi makin kesini makin gajelas.,1,2025-12-25 13:41:26
lumayan bagus,5,2025-12-25 13:39:29
kok sekarang Spotify nggak bisa pilih lagu yang di inginkan tolong di perbaiki lagi.... aku jadi tidak bisa memutar lagu yang mau di putar sesuai keinginan.,3,2025-12-25 13:39:02
saran saya tolong semua lagu di kasih subtitle nya biar enak,4,2025-12-25 13:32:39
Seru dan menyenangkan di hati..,5,2025-12-25 13:32:02
ok.,5,2025-12-25 13:17:57
keren,4,2025-12-25 13:06:39
apk yang sangat bagus untuk saat ini,5,2025-12-25 12:56:49
karena keren buat kalau bosen,5,2025-12-25 12:51:15
lumayan KLO ada wifi,4,2025-12-25 12:51:02
seru,5,2025-12-25 12:46:46
"mantap,gua senan banget Ama lagu-lagunya",5,2025-12-25 12:37:57
spotify udh bagus tapi kurangin iklan nya yh,4,2025-12-25 12:11:53
bagus dan indah,5,2025-12-25 12:09:16
"syuka sekali, bisa Nemani kegiatan ku sehari2.. tapi kenapa setelah di upgrade,kalo mau muter lagi harus daftar premium? please tolong lah,,,,,",3,2025-12-25 12:05:02
masa harus premium kalo pilih lagu aplikasi jelek,1,2025-12-25 11:44:39
"Kikir, apa ia bayar. mana track list nya gajelas",2,2025-12-25 11:32:54
bagus walaupun iklan,5,2025-12-25 11:31:50
anak indie,5,2025-12-25 11:11:02
aplikasinya bagus. tapi pls berhenti maksa kami ganti ke premium. itu namanya pemaksaan blok! aku ga akan marah soal iklannya. tapi soal pemaksaan ganti ke premium ini udah kelewatan Blok!!!,1,2025-12-25 11:10:33
"Sangat suka pakai spotify buat dengerin musik, sayangnya kalau gratis banyak iklan gk bebas milih lagu banyak (terbatas) dan premium nya ko rasanya makin mahal ya? Adain promo lagi atau turunin dong harga untuk premiumnya. terima kasih",5,2025-12-25 11:08:41
"Baguss bangett, cuma kalau mau untung jga dari iklan untuk pengguna gratis, 1 lagu jadi 3-5 iklan deh gakpapa kek yt music gituu dah gakpapa",5,2025-12-25 10:50:04
mantap,5,2025-12-25 10:42:50
Spotify tuh banyak banget lagu kayak lagu yang lagi viral dan ada konten kreator yang bisa di ikuti,5,2025-12-25 10:36:57
aku sangat suka banget sumpah ⭐⭐⭐⭐⭐,5,2025-12-25 10:10:36
bestttt🤩🤩,5,2025-12-25 09:45:54
"aku sebagai mahasiswa suka banget denger musik di spotify, apalagi kalau sambil nugas. Tapi kenapa harga spotify premium yang untuk pelajar harga nya naik?? harga nya jadi ga harga pelajar lagi. pliss butuh justice untuk pelajar😭",1,2025-12-25 09:36:03
mau pilih lagu harus bayar,1,2025-12-25 09:35:46
karena bisaa buat ngesad,5,2025-12-25 09:23:42
oke,5,2025-12-25 09:12:22
jooosssss muantaaabbbb,5,2025-12-25 09:10:18
kurang lama iklan iklan nyaaa banggg lamain ajah lagi sampai satu jam sekalian!!,1,2025-12-25 09:02:20
"iklannya banyak dan lama kadang baru 1-3 lagu udah iklan, harus premium dan SEMUANYA DIBATASIN SAMA APLIKASI KIKIIR",1,2025-12-25 08:34:25
bagussss,5,2025-12-25 07:59:38
👍,5,2025-12-25 07:58:12
sangat bagus,5,2025-12-25 07:51:34
"tolong, kualitas tiba tiba sangat hancur, sangat amat hancur ketika saya ganti lagu",2,2025-12-25 07:48:30
iklannya kebanyakan woe,2,2025-12-25 07:36:15
goood,4,2025-12-25 07:33:27
"menurut saya, Spotify ini terlalu maksa! saat masa premium saya sudah habis, Spotify ini terus memberi saya notifikasi yang seolah olah saya harus kembali premium, dalam kata lain saya tidak boleh tidak premium. saya tidak suka hal itu.",5,2025-12-25 07:32:37
biasanya kalau mau putar lagu yang disukai lancar lancar aja. tapi sekarang kok setiap mau milih disuruh gabung ke premium. dan gabisa diputar hadeehhhhhh,1,2025-12-25 07:29:49
sangat bangus,5,2025-12-25 07:29:38
bagus,5,2025-12-25 07:18:25
"sangat bagus luar biasa, pokoknya ilove you.🥰🥰🥰🥰🥰🥰🥰🥰",5,2025-12-25 07:15:22
banyak lagu ga ada liriknya,1,2025-12-25 07:13:05
sangat bagus,5,2025-12-25 07:04:19
awesome aplication music,5,2025-12-25 06:59:59
bagus,5,2025-12-25 06:45:28
iklan anj,1,2025-12-25 06:41:13
Please lower the premium price,5,2025-12-25 06:37:35
"asli ni aplikasi makin lama iklan nya banyak banget, satu lagu siap iklan 4, buat yang ga premium ga worth it sii",1,2025-12-25 06:35:37
premiumnya kemahalan,2,2025-12-25 06:22:41
lagu nya bagus,5,2025-12-25 06:15:45
"ini dia yang bikin gak betah, baru putar 3 lagu udah disuruh LANGGANAN kalo gak LANGGANAN gak bisa putar lagu😴",1,2025-12-25 06:15:31
bagus,5,2025-12-25 06:01:13
tidak ada lirik nya,2,2025-12-25 05:55:09
bagus banget 👍,5,2025-12-25 05:53:25
SUKAAA BANGETTTTT,5,2025-12-25 05:51:36
baguss bangett,5,2025-12-25 05:51:34
bagusssss koooo apknyaa cumaaa ada bug setiap aku nambahin lagu baru suka erorrr lahh aku pencet tuh lagunyaaa ehhh ga ada suaraaa nyaaa suka ngestuck weee dis itu klo lagu yang udah lama mah masi bisa di puterr anehhhkannnn tolonggg perbaiki atau hps aya yang ini min gatauu lahh makasiii minnn,5,2025-12-25 05:29:34
"bagus banget,apalagi buat ngegalau",5,2025-12-25 05:26:08
sangat bagus,5,2025-12-25 04:56:56
aplikasi termantap ini,5,2025-12-25 04:54:03
bagus,5,2025-12-25 04:49:58
Udah paling d best sih menurutku.Mau denger lagu dari zaman kapanpun adaaa.👍👍👍👍👍,5,2025-12-25 04:45:19
Terimakasih Atas Konfirmasi dan Vertipikasinya,5,2025-12-25 04:43:58
ᑲᥲgᥙss ᑲg𝗍,5,2025-12-25 04:17:21
mantap,5,2025-12-25 03:53:49
sangat sangat sangat luar biasa,5,2025-12-25 03:43:38
kikir amat ah,1,2025-12-25 03:33:39
bagus,4,2025-12-25 03:33:27
bagus dan ada podcast nya juga,5,2025-12-25 03:31:00
bagus banget apk nya,5,2025-12-25 03:27:50
"banyak bug, setiap baru memasukan lagu di daftar favorit ketika pencet lagu itu di daftar favorit lagunya tidak bisa di mainkan",3,2025-12-25 03:20:46
"sangat bagus spoti, selalu mengisi masa santai ku",5,2025-12-25 03:20:40
aku pencet pencet lagu kok gak bisa ya padahal kemarin masih bisa,5,2025-12-25 03:19:33
halo aku rudi baru liat,2,2025-12-25 03:14:29
menghibur dengan lagunya,5,2025-12-25 03:13:46
bagus banget,5,2025-12-25 03:12:53
"stop kikir y bngst, keterlaluan lo bikin sistem lite sm standar",1,2025-12-25 03:05:55
"mw diskon lgi plsplsplss, akhir akhir ini mandi ga tenang bgt.. spotify uda ga premium, bt bgt lgi goyang tbtb iklan",5,2025-12-25 03:00:53
mantap,5,2025-12-25 02:49:45
𝗹𝗮𝗴𝘂 𝗹𝗮𝗴𝘂𝗻𝘆𝗮 𝗸𝘂𝗿𝗮𝗻𝗴 𝗹𝗲𝗻𝗴𝗸𝗮𝗽 𝗷𝗮𝗱𝗶 𝗲𝗻𝗴𝗴𝗮 𝗻𝘆𝗮𝗺𝗮𝗻 𝗱𝗶 𝗱𝗲𝗻𝗴𝗮𝗿 𝗺𝗮𝗻𝗮 𝗯𝗮𝗻𝘆𝗮𝗸 𝗶𝗸𝗹𝗮𝗻 𝗻𝘆𝗮 𝗹𝗮𝗴𝗶😒 𝗸𝗮𝘁𝗮 𝗻𝘆𝗮 𝘀𝗽𝗼𝘁𝗶𝗳𝘆 𝗺𝘂𝘀𝗶𝗸 𝗹𝗮𝗴𝘂 𝗹𝗮𝗴𝘂𝗻𝘆𝗮 𝗮𝗷𝗮 𝗸𝘂𝗿𝗮𝗻𝗴 𝗹𝗲𝗻𝗴𝗸𝗮𝗽 𝗸𝗮𝗹𝗮𝘂 𝘁𝗮𝘂 𝗴𝗶𝗻𝗶 𝗻𝗴𝗮𝗽𝗮𝗶𝗻 𝗮𝗸𝘂 𝗗𝗗𝗢𝗡𝗚𝗚𝗟𝗢𝗧 𝗯𝗶𝗸𝗶𝗻 𝗺𝗮𝗿𝗮𝗵 𝗺𝗮𝗿𝗮𝗵 😒😒😡😡 𝗺𝗮𝗻𝗮 𝗯𝗮𝗻𝘆𝗮𝗸 𝗹𝗮𝗴𝗶 𝗶𝗸𝗹𝗮𝗻𝗻𝘆𝗮 😒😒😤😤 𝘁𝗶𝗱𝗮𝗸 𝘀𝗲𝘀𝘂𝗮𝗶 𝗲𝘀𝗽𝗲𝗸 😒😒 😒😒😒😒😒😡😡😡😡😡😤😤😤😤😤,1,2025-12-25 02:45:37
"jelek ah, playlist belum selesai udah muter lagu2 di luar playlist. itumah bukan shuffle pintar tapi shuffle on ol. akal akalan lo aja biar pada beli premium kan?",1,2025-12-25 02:42:21
fantastic,5,2025-12-25 02:33:18
gabisa setel lagi yang di inginkan di playlist favorit. mau setel lagu yang saya inginkan malah tidak tersetel malahan yang tersetel lagu yang tidak saya inginkan.,1,2025-12-25 02:28:59
goood,5,2025-12-25 02:23:28
ok banget,5,2025-12-25 02:21:16
"gk usah ditanya, ini udh bagus bgt",5,2025-12-25 02:14:05
iklannya kurang banyak dengerin lagu 2 iklannya 4 dawg. Bug : lagu yg dipilih kgak kesetel.,3,2025-12-25 02:09:23
di spotify seru asik banyak lagu yg aku sukaa dan bisa menampilkan lirik jugaa pokok nya bagus bangt,5,2025-12-25 02:09:16
Spotify bisa premium harganya murah Rp39.900.00 doang,5,2025-12-25 01:31:16
lagu ny enak enak semua,5,2025-12-25 01:20:24
"bagus banget apl nya,rekomendasi lagunya juga banyak",5,2025-12-25 01:14:38
ok,5,2025-12-25 01:11:14
bagus,5,2025-12-25 00:57:21
aplikasi bagus,5,2025-12-25 00:41:27
bagus banget🤩🤩,5,2025-12-24 23:44:39
"paling sering dgr music dr spoty, tp suka kaget karna pas iklan volume gede bgt dibanding lagu yg diputar. dan iklannya terlalu banyak, saran c kurangin dikit iklannya masa tiap 1 music diputar trus 2 iklan.",5,2025-12-24 23:40:26
"aplikasi ini memberikan pengalaman mendengarkan yang sangat baik, namun iklan sangat menggangu.",5,2025-12-24 23:23:45
mantapp,5,2025-12-24 23:16:50
bagus,5,2025-12-24 23:13:44
membuat saya jadi senang,5,2025-12-24 23:10:49
bagus dan sangat berguna untuk saya yang sering mendengarkan lagu lagu,5,2025-12-24 22:58:58
"ya minimal jangan kikir2 bet kek masa tiap 2 lagu iklan 3 muncul padahal dulu awal2 pake Spotify ga separah ini iklan nya, kurangin bro gpp ada iklan TPI jgn sebanyak itu juga😭",2,2025-12-24 22:42:49
sangat bagus,5,2025-12-24 21:46:20
cari musik apapun selalu ada,5,2025-12-24 20:53:40
alpikasi taik kalo gak premium .iklan smpe setengah jam gila kali,1,2025-12-24 20:50:56
spotify sangat bagus lagu lagu pilihan,5,2025-12-24 20:48:26
sangat buruk!!,1,2025-12-24 20:05:56
denger 2-3 lagu udah iklan,3,2025-12-24 20:01:24
"after the latest update, ""suggested"" songs on playlist keep showing/suggest the same 9 songs even after adding new song it doesn't change, and sometimes it only had 9 suggest songs and you can't scroll to load new suggest songs.",1,2025-12-24 19:46:29
bagus tapi harus prenium dulu baru engga ada iklan,5,2025-12-24 19:44:06
seren,5,2025-12-24 19:05:45
"spotify adalah apk music terbaik menurut ku, tapi ada satu keluh kesah ku, yaitu lagunya tiba tiba HILANG, bener² ilang, pas gw cari dah gak ada🥺 itu kenapa ya?, apakah itu di ban? soal nya ilang nya langsung dadakan ilang, tolong ini gimana ya...",4,2025-12-24 18:48:13
keren tinggal tambahin paket prem untuk pasangan,5,2025-12-24 18:17:46
makin lama makin mahal ngk worthit,1,2025-12-24 18:12:40
mantap,5,2025-12-24 18:11:04
"iklannya kurangin lah, kemaren 3 sekarang 4",5,2025-12-24 18:06:18
sangat bagus,5,2025-12-24 17:47:08
"sangat cocok dan bagus untuk orang yang pecinta musik,disini ada banyak pilihan musik mulai dari musik yang jarang orang banyak tau sampai musik yang sangat amat terkenal. ini aplikasi yang sangat amat bagus bagi saya yang pecinta musik..",5,2025-12-24 17:32:52
"terlalu banyak iklan jadi seperti terlalu memaksa orang untuk beli premium, dan harga terlalu mahal",2,2025-12-24 17:31:32
bagus gak ada iklan juga,5,2025-12-24 17:22:55
premium nya bisa turun harga gak 😌,3,2025-12-24 17:06:56
"tolong tambahkan fitur stiker,foto di chatan nya",4,2025-12-24 17:06:27
"apk nya sebenarnya sangat bagus tpi setelah update di tab tampilannya jadi berbeda dan tdk bisa memutar lagu, seperti hanya ada cuplikan lagu, tolong dong ini bagaimana",1,2025-12-24 17:02:36
bagusss....... lagu nya enak enakk lancarrr tidak adaa penghalang pokonyaa Wor'itttt trimakasih Spotify....,5,2025-12-24 16:59:57
good,5,2025-12-24 16:57:46
mantapp,5,2025-12-24 16:51:23
iklan melulu,1,2025-12-24 16:46:04
"4, bagus sih tapi kalo didengarin saat aplikasinya di latar belakang shuffle suka ngaco",4,2025-12-24 16:35:21
"udah lumayan bagus, tapi kenapa ya pas aku buka bagian lagu favorit lagu yang aku tekan itu gak mau ke play, harus ke pencarian balik deh baru bisa keputar musik nya itu kenapa ya. sama satu lagi kenapa pencarian lagu ku misalnya aku cari lagu sad udah kepilih tuh kan lagu sad tapi lanjutan lagu nya lagu hipdut jauh banget dari lagu tadi, itu emang sistem nya ngacak atau gimana ya kurang ngerti soalnya",4,2025-12-24 16:14:21
"gilaaa iklan nya berisik banget min tengah malem teriak teriak mentang"" gw ga premium bikin bikin kebangun satu keluarga 😭😭 kadang sampe kaget bat saking kenceng nya tuh teriak di iklan",1,2025-12-24 15:59:28
bottt kebanyakan syarat dan tidak bisa bebas memilih lagu no banget dehh lagian ngapain sih ke gitu,1,2025-12-24 15:56:51
bagus dan mantapp menarik,5,2025-12-24 15:50:41
ciya pol,5,2025-12-24 15:47:49
Iklannya ga habis habis,3,2025-12-24 15:45:34
karena masih ada iklan,4,2025-12-24 15:36:01
fitur yang sangat menarik,5,2025-12-24 15:33:19
terbaik,5,2025-12-24 15:28:31
24.12.2025 di jam 22.22 apk nya ga bisa dibuka! kenapaaa,3,2025-12-24 15:22:31
my favorit gua,5,2025-12-24 15:12:23
nice,4,2025-12-24 15:08:51
good,5,2025-12-24 15:04:46
"baguss bangett aplikasinyaa, kalo ada kegiatan mau sambil nge lagu itu tinggall pencet aplikasi Spotify, lagunya jugaa enakk di denger",5,2025-12-24 14:53:31
banyak iklan dan iklan nya itu itu aja,3,2025-12-24 14:52:54
"Iklannya tolong agak dikurangi, selebihnya bagus",4,2025-12-24 14:47:56
bnyak iklan nya,2,2025-12-24 14:40:15
GAJELAS MAKIN BANYAK IKLANNYA,1,2025-12-24 14:33:59
"BANYAK BETOL IKLANNYA Udah gitu premium nya makin kayak nyegel untuk memilih,kayak gabisa di putar kelagu seterusnya nya,trus juga gabisa milih lagu yang mau di hidupan,kalau kebanyakan milih gabisa dan harus premium,padahal awalnya ga separah ini tapi makin lama makin kesel.Rasanya pengen pindah ke apk lain tapi untuk menaikan chart Spotify artis jadinya harus tetep denger lagu disini.",2,2025-12-24 14:13:51
"bagus, udh gitu aja.",5,2025-12-24 14:06:03
karena 🅑🅐🅖🅤🅢 banget suara musik nya 😃,5,2025-12-24 13:59:32
Ga bisa logit,1,2025-12-24 13:59:30
"makin sini iklannya banyak banget bisa sampe 3 dan itu panjang². aku ga masalah sih kl ada iklan, tp ga nyangka bakal sepanjang itu sekarang:((",3,2025-12-24 13:52:12
"apa apa harus premium payah gak bisa puter lagu yg saya mau,kocak auto hapus aplikasi ini ga guna di hp gw",1,2025-12-24 13:45:22
GG semua ada,5,2025-12-24 13:40:51
bagus,1,2025-12-24 13:31:11
aku sangat menyukai semua lagu di Spotify,5,2025-12-24 13:29:48
jenis lagunya banyak dan gratis. jadi enak buat dengerin lagunya,5,2025-12-24 13:28:19
the best,5,2025-12-24 13:25:58
gacor,5,2025-12-24 13:24:42
"Sebenarnya aplikasi ini bakal bagus banget ASAL.. 1. IKLANNYA LEBIH SEDIKIT 2. FITUR PREMIUMNYA DIKURANGI - setidaknya bisa dengerin lagu berulang ulang kali (TANPA BATASAN) - Iklannya (ALLAHUAKBAR BANYAK BANGET, 1 LAGU BISA 2-3 IKLAN >:/ ) - Dan BANYAK lagi, karena fitur premiumnya emang sebanyak itu dan CUKUP MAHAL (tapi aku suka yang student premium, karena lebih murah buat mahasiswa) 3. Liriknya pliss, kenapa ya? karena cuman beberapa lagu doang yang ada liriknya dan itu dikit banget",3,2025-12-24 13:11:51
karna lagunya asik asik,5,2025-12-24 13:05:56
𝙨𝙪𝙠𝙖𝙖 𝙩𝙖𝙥𝙞 𝙖𝙙𝙖 𝙮𝙜 𝙗𝙚𝙧𝙗𝙖𝙮𝙖𝙧,5,2025-12-24 13:04:23
kalo mau setel lagu di paksa premium,1,2025-12-24 13:03:05
mantap ini pemutar musik Spotify ga ada bosan nya selalu ok,5,2025-12-24 13:02:20
gk ada mines cuma.bayar nya lumayan,5,2025-12-24 12:59:35
Bagus banget plisss,5,2025-12-24 12:54:35
"Kenapa tiap mau perpanjang premi dengan payment via spotify selalu ga bisa? tulisannya tidak dapat terhubung, periksa pengaturanmu atau coba lagi.",2,2025-12-24 12:51:34
aplikasi ini bagus karena ada let mie love you,5,2025-12-24 12:41:11
"tambah lama tambah banyak iklan dari 1 iklan jadi 2 terus 3, pernah dapet 4 juga PFFFT, mau dengerin musik aja banyak iklan dah gitu mau ganti lagu maksa premium pula",1,2025-12-24 12:35:30
"aku punya saran untuk Spotify gimana klo buat firtur karaoke pasti tambah bagus, klo di acc bagi unlimited premium🤭",5,2025-12-24 12:25:29
"Apaan dah biasanya bisa play lagu favorit yang kita pilih, semenjak 3 harian ga bisa. Aneh banget",1,2025-12-24 12:20:59
"uninstall ah udah kebanyakan iklan gak kompen,1 lagu iklannya 3x , maklum saya pengguna gratisan hhh",1,2025-12-24 12:18:30
mantap,5,2025-12-24 12:15:01
bagus cocok untuk main game,5,2025-12-24 12:14:23
memang ok banget,5,2025-12-24 12:04:10
"dikit"" premium, iklan mah 1 aja, ini sekali iklan 4/5 benci bgt",1,2025-12-24 12:02:15
kenapa kalau udah 3 hari langsung di suruh bayar lagunya,3,2025-12-24 11:53:35
pelit untuk mendengarkan lagu saja harus premium,1,2025-12-24 11:46:27
tolong iklan nya banyak banget setiap nyetel lagu pasti iklan terus,1,2025-12-24 11:41:01
kalau aku gabut bisa dengerin lagu,5,2025-12-24 11:35:29
bagus cmn mines nya iklan nya membosankan tidak ada iklan menarik terimakasih,5,2025-12-24 11:34:32
aplikasi ini sangat cocok bagi pencinta musik ayo download juga biar bisa dengerin lagu kesukaan kamu,5,2025-12-24 11:32:59
"sebenarnya ini baguss banget buat dengerin musik, tapi...Iklan nya beneran ganggu banget, bisa sampai 4 atau 5 iklan (dari pengalaman) padahal dulu cuman 1 iklan doang tapi sekarang bisa sampe 3 bahkan lebih. jadi tolongg banget nih yah iklan nya di kurangi kayak dulu kalau engga mungkin aja aku bakalan nurunin bintang dan hapus aplikasi nya;))",5,2025-12-24 11:32:10
Baik.,5,2025-12-24 11:26:34
iklan nya parah lebih lebih dari nonton TV,3,2025-12-24 11:20:48
"bagus sih masih bisa di putar buat mendengarkan musik, sama iklan juga gak masalah. tetapi kenapa sentuh-sentuh dikit premium ya? misalnya mau pilih lagu, lagunya udah dipilah malah gakbisa katanya harus premium. mending gak jadi dengerin lah.",1,2025-12-24 11:16:38
karena bagus,4,2025-12-24 11:11:08
"woi kok gak bisa replay chat, jeleg banget tambahin fitur reply kek sama stiker biar keren... masa kalah ama tiktok padahal sama"" aplikasi musik, yaelah gak keren bro gini doang mana iklan SEMENIT YANG LAIN NOH 30 DETIK....",1,2025-12-24 11:10:06
banyak iklan,1,2025-12-24 11:08:46
"bagus sih. ada hampir semua lagi yg kucari, tapi.. minus nya dia kalau ga premium harus ada batasan sampai 5-10 lagi doang untuk 1 jam/1 hari, kurangin yaa👍",3,2025-12-24 11:01:56
sangat bagus,5,2025-12-24 10:58:43
sangat bagus tapi banyak iklan,5,2025-12-24 10:42:23
Baguss 😘😘😘,5,2025-12-24 10:40:39
kikir,1,2025-12-24 10:35:14
"apk nya banyak mau Cok semua di premium sumpah mending di YouTube minusnya hp mati lagu juga mati, tolong banget y tolong jangan semua di premium plis sumpah mana banyak iklan lagu plis banget ya jangan di banyakin iklan nya",4,2025-12-24 10:24:49
"bagus cuman sudah di list malah d acak, tidak sesuai urutan dan beralih ke musik lain dan bukan musik yang kita simpan. saya tau harus premium dulu maka bisa sesuai urutan tp nga semua premium juga. piliiis tolong d perbaiki T.T",3,2025-12-24 10:21:02
enak enak lagu nya,5,2025-12-24 10:16:47
kebanyakan iklan,1,2025-12-24 10:10:21
jangan terlalu diiniin apasih namanya,5,2025-12-24 10:08:09
"kocak masa iya lagu udah jadi favorit di puter gk mau, aneh bgt udah nungguin iklannya ampe 5kali tapi gk mau muter gak jelas bgt aplikasi mau muter ulang lagu favorit aku jadi gk bisa",1,2025-12-24 10:01:35
ini adalah setelan lagu yang bagus sekali,5,2025-12-24 09:40:06
bagus,5,2025-12-24 09:22:46
